ds,CO2_emission
2067-11-01,625.3970513933752
2067-12-01,625.8343608102929
2068-01-01,626.2862472077744
2068-02-01,626.7381336052559
2068-03-01,627.1608660416096
2068-04-01,627.6127524390911
2068-05-01,628.0500618560087
2068-06-01,628.5019482534902
2068-07-01,628.9392576704079
2068-08-01,629.3911440678894
2068-09-01,629.8430304653709
2068-10-01,630.2803398822884
2068-11-01,630.73222627977
2068-12-01,631.1695356966876
2069-01-01,631.6214220941691
2069-02-01,632.0733084916507
2069-03-01,632.4814639474404
2069-04-01,632.9333503449219
2069-05-01,633.3706597618395
2069-06-01,633.8225461593211
2069-07-01,634.2598555762387
2069-08-01,634.7117419737202
2069-09-01,635.1636283712018
2069-10-01,635.6009377881193
2069-11-01,636.0528241856008
2069-12-01,636.4901336025184
2070-01-01,636.94202
2070-02-01,637.4405682475356
2070-03-01,637.890869890471
2070-04-01,638.3894181380065
2070-05-01,638.8718841840088
2070-06-01,639.3704324315444
2070-07-01,639.8528984775465
2070-08-01,640.3514467250822
2070-09-01,640.8499949726177
2070-10-01,641.3324610186199
2070-11-01,641.8310092661555
2070-12-01,642.3134753121577
2071-01-01,642.8120235596933
2071-02-01,643.3105718072288
2071-03-01,643.7608734501642
2071-04-01,644.2594216976998
2071-05-01,644.741887743702
2071-06-01,645.2404359912376
2071-07-01,645.7229020372398
2071-08-01,646.2214502847754
2071-09-01,646.719998532311
2071-10-01,647.2024645783132
2071-11-01,647.7010128258488
2071-12-01,648.183478871851
2072-01-01,648.6820271193866
2072-02-01,649.1805753669222
2072-03-01,649.6469592113909
2072-04-01,650.1455074589265
2072-05-01,650.6279735049287
2072-06-01,651.1265217524643
2072-07-01,651.6089877984666
2072-08-01,652.1075360460021
2072-09-01,652.6060842935377
2072-10-01,653.0885503395399
2072-11-01,653.5870985870755
2072-12-01,654.0695646330778
2073-01-01,654.5681128806133
2073-02-01,655.0666611281489
2073-03-01,655.5169627710843
2073-04-01,656.0155110186199
2073-05-01,656.4979770646221
2073-06-01,656.9965253121577
2073-07-01,657.4789913581599
2073-08-01,657.9775396056955
2073-09-01,658.4760878532311
2073-10-01,658.9585538992333
2073-11-01,659.4571021467689
2073-12-01,659.939568192771
2074-01-01,660.4381164403067
2074-02-01,660.9366646878423
2074-03-01,661.3869663307777
2074-04-01,661.8855145783132
2074-05-01,662.3679806243155
2074-06-01,662.866528871851
2074-07-01,663.3489949178532
2074-08-01,663.8475431653889
2074-09-01,664.3460914129244
2074-10-01,664.8285574589266
2074-11-01,665.3271057064621
2074-12-01,665.8095717524644
2075-01-01,666.30812
2075-02-01,666.8066682475355
2075-03-01,667.2569698904709
2075-04-01,667.7555181380066
2075-05-01,668.2379841840087
2075-06-01,668.7365324315443
2075-07-01,669.2189984775465
2075-08-01,669.7175467250821
2075-09-01,670.2160949726177
2075-10-01,670.6985610186199
2075-11-01,671.1971092661555
2075-12-01,671.6795753121577
2076-01-01,672.1781235596933
2076-02-01,672.6766718072289
2076-03-01,673.1430556516976
2076-04-01,673.6416038992332
2076-05-01,674.1240699452354
2076-06-01,674.622618192771
2076-07-01,675.1050842387732
2076-08-01,675.6036324863088
2076-09-01,676.1021807338444
2076-10-01,676.5846467798466
2076-11-01,677.0831950273822
2076-12-01,677.5656610733844
2077-01-01,678.06420932092
2077-02-01,678.5627575684556
2077-03-01,679.013059211391
2077-04-01,679.5116074589266
2077-05-01,679.9940735049288
2077-06-01,680.4926217524644
2077-07-01,680.9750877984666
2077-08-01,681.4736360460022
2077-09-01,681.9721842935378
2077-10-01,682.45465033954
2077-11-01,682.9531985870756
2077-12-01,683.4356646330777
2078-01-01,683.9342128806134
2078-02-01,684.432761128149
2078-03-01,684.8830627710843
2078-04-01,685.3816110186199
2078-05-01,685.8640770646222
2078-06-01,686.3626253121577
2078-07-01,686.84509135816
2078-08-01,687.3436396056954
2078-09-01,687.842187853231
2078-10-01,688.3246538992333
2078-11-01,688.8232021467688
2078-12-01,689.3056681927711
2079-01-01,689.8042164403066
2079-02-01,690.3027646878422
2079-03-01,690.7530663307776
2079-04-01,691.2516145783133
2079-05-01,691.7340806243154
2079-06-01,692.232628871851
2079-07-01,692.7150949178532
2079-08-01,693.2136431653888
2079-09-01,693.7121914129244
2079-10-01,694.1946574589266
2079-11-01,694.6932057064622
2079-12-01,695.1756717524644
2080-01-01,695.67422
2080-02-01,696.2285203668217
2080-03-01,696.7470594196551
2080-04-01,697.3013597864768
2080-05-01,697.8377794963044
2080-06-01,698.3920798631262
2080-07-01,698.9284995729537
2080-08-01,699.4827999397755
2080-09-01,700.0371003065973
2080-10-01,700.5735200164248
2080-11-01,701.1278203832467
2080-12-01,701.6642400930742
2081-01-01,702.218540459896
2081-02-01,702.7728408267178
2081-03-01,703.2734992225568
2081-04-01,703.8277995893786
2081-05-01,704.3642192992061
2081-06-01,704.9185196660279
2081-07-01,705.4549393758555
2081-08-01,706.0092397426772
2081-09-01,706.5635401094991
2081-10-01,707.0999598193266
2081-11-01,707.6542601861483
2081-12-01,708.1906798959759
2082-01-01,708.7449802627976
2082-02-01,709.2992806296195
2082-03-01,709.7999390254586
2082-04-01,710.3542393922803
2082-05-01,710.8906591021079
2082-06-01,711.4449594689296
2082-07-01,711.9813791787572
2082-08-01,712.535679545579
2082-09-01,713.0899799124007
2082-10-01,713.6263996222283
2082-11-01,714.1806999890501
2082-12-01,714.7171196988776
2083-01-01,715.2714200656994
2083-02-01,715.8257204325212
2083-03-01,716.3263788283602
2083-04-01,716.880679195182
2083-05-01,717.4170989050095
2083-06-01,717.9713992718314
2083-07-01,718.5078189816589
2083-08-01,719.0621193484807
2083-09-01,719.6164197153025
2083-10-01,720.15283942513
2083-11-01,720.7071397919518
2083-12-01,721.2435595017794
2084-01-01,721.7978598686011
2084-02-01,722.352160235423
2084-03-01,722.8706992882562
2084-04-01,723.424999655078
2084-05-01,723.9614193649055
2084-06-01,724.5157197317274
2084-07-01,725.0521394415549
2084-08-01,725.6064398083766
2084-09-01,726.1607401751985
2084-10-01,726.6971598850259
2084-11-01,727.2514602518478
2084-12-01,727.7878799616753
2085-01-01,728.3421803284971
2085-02-01,728.8964806953189
2085-03-01,729.3971390911579
2085-04-01,729.9514394579797
2085-05-01,730.4878591678073
2085-06-01,731.042159534629
2085-07-01,731.5785792444566
2085-08-01,732.1328796112784
2085-09-01,732.6871799781002
2085-10-01,733.2235996879277
2085-11-01,733.7779000547495
2085-12-01,734.314319764577
2086-01-01,734.8686201313989
2086-02-01,735.4229204982206
2086-03-01,735.9235788940597
2086-04-01,736.4778792608814
2086-05-01,737.014298970709
2086-06-01,737.5685993375308
2086-07-01,738.1050190473583
2086-08-01,738.6593194141801
2086-09-01,739.2136197810019
2086-10-01,739.7500394908294
2086-11-01,740.3043398576513
2086-12-01,740.8407595674788
2087-01-01,741.3950599343005
2087-02-01,741.9493603011224
2087-03-01,742.4500186969614
2087-04-01,743.0043190637832
2087-05-01,743.5407387736108
2087-06-01,744.0950391404325
2087-07-01,744.6314588502601
2087-08-01,745.1857592170818
2087-09-01,745.7400595839036
2087-10-01,746.2764792937312
2087-11-01,746.8307796605529
2087-12-01,747.3671993703805
2088-01-01,747.9214997372023
2088-02-01,748.4758001040241
2088-03-01,748.9943391568573
2088-04-01,749.5486395236792
2088-05-01,750.0850592335067
2088-06-01,750.6393596003285
2088-07-01,751.175779310156
2088-08-01,751.7300796769778
2088-09-01,752.2843800437996
2088-10-01,752.8207997536272
2088-11-01,753.3751001204489
2088-12-01,753.9115198302765
2089-01-01,754.4658201970983
2089-02-01,755.02012056392
2089-03-01,755.5207789597591
2089-04-01,756.0750793265809
2089-05-01,756.6114990364084
2089-06-01,757.1657994032302
2089-07-01,757.7022191130577
2089-08-01,758.2565194798796
2089-09-01,758.8108198467013
2089-10-01,759.3472395565288
2089-11-01,759.9015399233507
2089-12-01,760.4379596331781
2090-01-01,760.99226
2090-02-01,761.6148823521359
2090-03-01,762.1772509282584
2090-04-01,762.7998732803943
2090-05-01,763.4024110405257
2090-06-01,764.0250333926615
2090-07-01,764.6275711527929
2090-08-01,765.2501935049288
2090-09-01,765.8728158570647
2090-10-01,766.475353617196
2090-11-01,767.0979759693319
2090-12-01,767.7005137294633
2091-01-01,768.3231360815992
2091-02-01,768.9457584337349
2091-03-01,769.5081270098576
2091-04-01,770.1307493619934
2091-05-01,770.7332871221248
2091-06-01,771.3559094742607
2091-07-01,771.9584472343921
2091-08-01,772.5810695865279
2091-09-01,773.2036919386637
2091-10-01,773.8062296987952
2091-11-01,774.428852050931
2091-12-01,775.0313898110625
2092-01-01,775.6540121631982
2092-02-01,776.2766345153341
2092-03-01,776.8590876834611
2092-04-01,777.481710035597
2092-05-01,778.0842477957284
2092-06-01,778.7068701478642
2092-07-01,779.3094079079956
2092-08-01,779.9320302601315
2092-09-01,780.5546526122672
2092-10-01,781.1571903723986
2092-11-01,781.7798127245345
2092-12-01,782.382350484666
2093-01-01,783.0049728368017
2093-02-01,783.6275951889376
2093-03-01,784.1899637650603
2093-04-01,784.812586117196
2093-05-01,785.4151238773275
2093-06-01,786.0377462294633
2093-07-01,786.6402839895948
2093-08-01,787.2629063417305
2093-09-01,787.8855286938664
2093-10-01,788.4880664539978
2093-11-01,789.1106888061336
2093-12-01,789.713226566265
2094-01-01,790.3358489184009
2094-02-01,790.9584712705366
2094-03-01,791.5208398466593
2094-04-01,792.1434621987952
2094-05-01,792.7459999589266
2094-06-01,793.3686223110624
2094-07-01,793.9711600711938
2094-08-01,794.5937824233297
2094-09-01,795.2164047754654
2094-10-01,795.8189425355969
2094-11-01,796.4415648877327
2094-12-01,797.0441026478642
2095-01-01,797.6667249999999
2095-02-01,798.2893473521358
2095-03-01,798.8517159282585
2095-04-01,799.4743382803942
2095-05-01,800.0768760405257
2095-06-01,800.6994983926616
2095-07-01,801.302036152793
2095-08-01,801.9246585049287
2095-09-01,802.5472808570646
2095-10-01,803.149818617196
2095-11-01,803.7724409693319
2095-12-01,804.3749787294632
2096-01-01,804.9976010815991
2096-02-01,805.620223433735
2096-03-01,806.202676601862
2096-04-01,806.8252989539978
2096-05-01,807.4278367141292
2096-06-01,808.050459066265
2096-07-01,808.6529968263965
2096-08-01,809.2756191785323
2096-09-01,809.8982415306681
2096-10-01,810.5007792907995
2096-11-01,811.1234016429354
2096-12-01,811.7259394030668
2097-01-01,812.3485617552026
2097-02-01,812.9711841073384
2097-03-01,813.5335526834612
2097-04-01,814.1561750355969
2097-05-01,814.7587127957283
2097-06-01,815.3813351478642
2097-07-01,815.9838729079956
2097-08-01,816.6064952601314
2097-09-01,817.2291176122673
2097-10-01,817.8316553723987
2097-11-01,818.4542777245344
2097-12-01,819.0568154846659
2098-01-01,819.6794378368018
2098-02-01,820.3020601889375
2098-03-01,820.8644287650602
2098-04-01,821.4870511171961
2098-05-01,822.0895888773275
2098-06-01,822.7122112294633
2098-07-01,823.3147489895947
2098-08-01,823.9373713417306
2098-09-01,824.5599936938663
2098-10-01,825.1625314539978
2098-11-01,825.7851538061336
2098-12-01,826.3876915662651
2099-01-01,827.0103139184008
2099-02-01,827.6329362705367
2099-03-01,828.1953048466594
2099-04-01,828.8179271987951
2099-05-01,829.4204649589266
2099-06-01,830.0430873110624
2099-07-01,830.6456250711939
2099-08-01,831.2682474233296
2099-09-01,831.8908697754655
2099-10-01,832.4934075355969
2099-11-01,833.1160298877327
2099-12-01,833.7185676478641
2100-01-01,834.34119
